COD_RUBRICA;DESCR_RUBRICA
900992073;Índice/Ref. Pensão Base PAG-10847/1
900992074;Índice/Ref. Pensão Base 13o-10847/1
900992075;Índice/Ref. Pensão Base PAG-10847/2
900992076;Índice/Ref. Pensão Base 13o-10847/2
900992077;Índice/Ref. Pensão Base FER-10860/1
900992078;Índice/Ref. Pensão Base PAG-10860/1
900992079;Índice/Ref. Pensão Base 13o-10860/1
900992080;Índice/Ref. Pensão Base FER-10865/1
900992081;Índice/Ref. Pensão Base PAG-10865/1
900992082;Índice/Ref. Pensão Base 13o-10865/1
900992083;Índice/Ref. Pensão Base PAG-10884/1
900992084;Índice/Ref. Pensão Base PAG-10884/2
900992085;Índice/Ref. Pensão Base 13o-10884/2
900992086;Índice/Ref. Pensão Base PAG-10885/1
900992087;Índice/Ref. Pensão Base 13o-10885/1
900992088;Índice/Ref. Pensão Base PAG-10885/2
900992089;Índice/Ref. Pensão Base 13o-10885/2
900992090;Índice/Ref. Pensão Base PAG-10899/1
900992091;Índice/Ref. Pensão Base 13o-10899/1
900992092;Índice/Ref. Pensão Base PAG-10899/2
900992093;Índice/Ref. Pensão Base 13o-10899/2
900992094;Índice/Ref. Pensão Base PAG-10899/3
900992095;Índice/Ref. Pensão Base 13o-10899/3
900992096;Índice/Ref. Pensão Base PAG-10911/1
900992097;Índice/Ref. Pensão Base PAG-10920/1
900992098;Índice/Ref. Pensão Base 13o-10920/1
900992099;Índice/Ref. Pensão Base FER-10921/1
900992100;Índice/Ref. Pensão Base PAG-10921/1
900992101;Índice/Ref. Pensão Base 13o-10921/1
900992102;Índice/Ref. Pensão Base PAG-10930/1
900992103;Índice/Ref. Pensão Base 13o-10930/1
900992104;Índice/Ref. Pensão Base PAG-10950/1
900992105;Índice/Ref. Pensão Base 13o-10950/1
900992106;Índice/Ref. Pensão Base FER-10960/1
900992107;Índice/Ref. Pensão Base PAG-10960/1
900992108;Índice/Ref. Pensão Base 13o-10960/1
900992109;Índice/Ref. Pensão Base FER-11030/1
900992110;Índice/Ref. Pensão Base PAG-11030/1
900992111;Índice/Ref. Pensão Base 13o-11030/1
900992112;Índice/Ref. Pensão Base PAG-11058/1
900992113;Índice/Ref. Pensão Base PAG-11058/2
900992114;Índice/Ref. Pensão Base FER-11073/1
900992115;Índice/Ref. Pensão Base PAG-11073/1
900992116;Índice/Ref. Pensão Base 13o-11073/1
900992117;Índice/Ref. Pensão Base FER-23015/1
900992118;Índice/Ref. Pensão Base PAG-23015/1 C/ RESC
900992119;Índice/Ref. Pensão Base 13o-23015/1
900992120;Índice/Ref. Pensão Base , inclui Abono, liquido
900992121;Índice/Ref. Pensão Base - 13o Salário
900992122;Índice/Ref. Pensão Base PAG-24168/1
900992123;Índice/Ref. Pensão Base 13o-24168/1
900992124;Índice/Ref. Pensão Base PAG-24722/1
900992125;Índice/Ref. Pensão Base 13o-24722/1
900992126;Índice/Ref. Pensão Base - FÉRIAS
900992127;Índice/Ref. Pensão Base PAG-25318/1
900992128;Índice/Ref. Pensão Base 13o-25318/1
900992129;Índice/Ref. Pensão Base PAG-25511/1
900992130;Índice/Ref. Pensão Base 13o-25511/1
900992131;Índice/Ref. Pensão Base PAG-26767/1
900992132;Índice/Ref. Pensão Base PAG-40364/1
900992133;Índice/Ref. Pensão Base PAG-40496/1
900992134;Índice/Ref. Pensão Base PAG-40502/1
900992135;Índice/Ref. Pensão Base FER-52120/1
900992136;Índice/Ref. Pensão Base PAG-52120/1
900992137;Índice/Ref. Pensão Base 13o-52120/1
900992138;Índice/Ref. Pensão Base FER-80364/1
900992139;Índice/Ref. Pensão Base PAG-80364/1
900992140;Índice/Ref. Pensão Base 13o-80364/1
900992141;Índice/Ref. Pensão Base FER-100158/1
900992142;Índice/Ref. Pensão Base PAG-100158/1
900992143;Índice/Ref. Pensão Base 13o-100158/1
900992144;Índice/Ref. Pensão Base FER-100310/1
900992145;Índice/Ref. Pensão Base PAG-100310/1
900992146;Índice/Ref. Pensão Base 13o-100310/1
900992147;Índice/Ref. Pensão Base FER-100462/1
900992148;Índice/Ref. Pensão Base PAG-100462/1
900992149;Índice/Ref. Pensão Base 13o-100462/1
900992150;Índice/Ref. Pensão Base FER-100469/1
900992151;Índice/Ref. Pensão Base PAG-100469/1
900992152;Índice/Ref. Pensão Base 13o-100469/1
900992153;Índice/Ref. Pensão Base FER-100505/1
900992154;Índice/Ref. Pensão Base PAG-100505/1
900992155;Índice/Ref. Pensão Base 13o-100505/1
900992156;Índice/Ref. Pensão Base FER-100511/1
900992157;Índice/Ref. Pensão Base PAG-100511/1
900992158;Índice/Ref. Pensão Base 13o-100511/1
900992159;Índice/Ref. Pensão Base FER-100574/1
900992160;Índice/Ref. Pensão Base PAG-100574/1
900992161;Índice/Ref. Pensão Base 13o-100574/1
900992162;Índice/Ref. Pensão Base FER-100603/1
900992163;Índice/Ref. Pensão Base PAG-100603/1
900992164;Índice/Ref. Pensão Base 13o-100603/1
900992165;Índice/Ref. Pensão Base FER-100606/1
900992166;Índice/Ref. Pensão Base PAG-100606/1
900992167;Índice/Ref. Pensão Base 13o-100606/1
900992168;Índice/Ref. Pensão Base FER-100623/1
900992169;Índice/Ref. Pensão Base PAG-100623/1
900992170;Índice/Ref. Pensão Base 13o-100623/1
900992171;Índice/Ref. Pensão Base FER-100857/1
900992172;Índice/Ref. Pensão Base PAG-100857/1
900992173;Índice/Ref. Pensão Base 13o-100857/1
900992174;Índice/Ref. Pensão Base FER-100877/1
900992175;Índice/Ref. Pensão Base PAG-100877/1
900992176;Índice/Ref. Pensão Base 13o-100877/1
900992177;Índice/Ref. Pensão Base FER-100881/1
900992178;Índice/Ref. Pensão Base PAG-100881/1
900992179;Índice/Ref. Pensão Base 13o-100881/1
900992180;Índice/Ref. Pensão Base FER-100906/1
900992181;Índice/Ref. Pensão Base PAG-100906/1
900992182;Índice/Ref. Pensão Base 13o-100906/1
900992183;Índice/Ref. Pensão Base FER-100906/2
900992184;Índice/Ref. Pensão Base PAG-100906/2
900992185;Índice/Ref. Pensão Base 13o-100906/2
900992186;Índice/Ref. Pensão Base FER-100931/1
900992187;Índice/Ref. Pensão Base PAG-100931/1
900992188;Índice/Ref. Pensão Base 13o-100931/1
900992189;Índice/Ref. Pensão Base FER-100931/2
900992190;Índice/Ref. Pensão Base PAG-100931/2
900992191;Índice/Ref. Pensão Base 13o-100931/2
900992192;Índice/Ref. Pensão Base FER-101003/1
900992193;Índice/Ref. Pensão Base PAG-101003/1
900992194;Índice/Ref. Pensão Base 13o-101003/1
900992195;Índice/Ref. Pensão Base FER-101012/1
900992196;Índice/Ref. Pensão Base PAG-101012/1
900992197;Índice/Ref. Pensão Base 13o-101012/1
900992198;Índice/Ref. Pensão Base FER-101093/2
900992199;Índice/Ref. Pensão Base PAG-101093/2
900992200;Índice/Ref. Pensão Base 13o-101093/2
900992201;Índice/Ref. Pensão Base FER-101103/1
900992202;Índice/Ref. Pensão Base PAG-101103/1
900992203;Índice/Ref. Pensão Base 13o-101103/1
900992204;Índice/Ref. Pensão Base FER-101103/2
900992205;Índice/Ref. Pensão Base PAG-101103/2
900992206;Índice/Ref. Pensão Base 13o-101103/2
900992207;Índice/Ref. Pensão Base FER-101238/1
900992208;Índice/Ref. Pensão Base PAG-101238/1
900992209;Índice/Ref. Pensão Base 13o-101238/1
900992210;Índice/Ref. Pensão Base FER-101250/1
900992211;Índice/Ref. Pensão Base PAG-101250/1
900992212;Índice/Ref. Pensão Base 13o-101250/1
900992213;Índice/Ref. Pensão Base FER-101250/2
900992214;Índice/Ref. Pensão Base PAG-101250/2
900992215;Índice/Ref. Pensão Base 13o-101250/2
900992216;Índice/Ref. Pensão Base FER-101259/1
900992217;Índice/Ref. Pensão Base PAG-101259/1
900992218;Índice/Ref. Pensão Base 13o-101259/1
900992219;Índice/Ref. Pensão Base PAG-100627/1
900992220;Índice/Ref. Pensão Base FER-100627/1
900992221;Índice/Ref. Pensão Base13º-100627/1
900992222;Índice/Ref. Pensão
900992223;Índice/Ref. Pensão Base PAG-26767/1
900992224;Índice/Ref. Pensão Base PAG-27382/1
900992225;Índice/Ref. Pensão Base PAG-27348/
900992226;Índice/Ref. Pensão Base 13o-27382/1
900992227;Índice/Ref. Pensão Base FER-27382/1
900992228;Índice/Ref. Pensão Base 13o-27348/2
900992229;Índice/Ref. Pensão Base FER-24168/1
900992230;Índice/Ref. Pensão Base PAG-10688
900992231;Índice/Ref. Pensão Base PAG-10688/2
900992232;Índice/Ref. Pensão Base PAG-27668/1
900992233;Índice/Ref. Pensão Base 13o-27668/
900992234;Índice/Ref. Pensão Base FER-10885
900992235;Índice/Ref. Pensão Auxilio Funeral
900992236;Índice/Ref. Pensão Base PAG-40462
900992237;Índice/Ref. Pensão Base 13o-40462
900992238;Índice/Ref. Pensão Alimenticia 26767/1 -  13
900992239;Índice/Ref. Pensao Base 13º-10688/2
900992240;Índice/Ref. Pensão Base PAG - 10835/1
900992241;Índice/Ref. Pensão Base FER-26767/1
900992242;Índice/Ref. Pensão Base FER-100574/2
900992243;Índice/Ref. Pensão Base 13o-100574/2
900992244;Índice/Ref. Pensão sobre QPL15 e ATS - 11159
900992245;Índice/Ref. Pensão Alimenticia - inclui Abono + Rescisão,
900992246;Índice/Ref. Pensão Base -Remuneração BRUTA
900992247;Índice/Ref. Pensão Base - 13º salário BRUTO
900992248;Índice/Ref. Pensão alim.FÉRIAS - BRUTO
900992249;Índice/Ref. Pensão CLT mensal sem 1/3 férias
900992250;Índice/Ref. Pensão alim. 101060 com dias de férias sem te
900992300;Índice/Ref. Pensão Alimenticias/ Salário Minimo, SEM Resc
900992301;Índice/Ref. Pensão Alim.Valor - Mensal- SEM Resc.
900992302;Índice/Ref. Pensão valor 13º
900992304;Índice/Ref. Pensão Alimenticia sobre o Sal.Minimo 13º
900992306;Índice/Ref. P.A.s/Minimo
900992307;Índice/Ref. Pensão Alimenticia sobre o Sal.Minimo 13
900992308;Índice/Ref. Pensão Alimenticia 26767/1 -  13
900992309;Índice/Ref. Pensão alimentícia 11040
900992310;Índice/Ref. Pensão alimentícia 27455
900992311;Índice/Ref. Pensão alimentícia 27455 - 13º sal.
900992312;Índice/Ref. Pensão alimentícia 26854
900992313;Índice/Ref. Pensão alimentícia 13º 26854
900992314;Índice/Ref. Pensão alimentícia 27048
900992315;Índice/Ref. Pensão alimentícia 13º - 27048
900992316;Índice/Ref. Pensão alimentícia 27770
900992317;Índice/Ref. Pensão alimentícia 27770
900992318;Índice/Ref. Pensão sobre o bruto
900992319;Índice/Ref. pensão bruto férias s/abono e 1/3
900992320;Índice/Ref. PENSAO INFORMADO
900992321;Índice/Ref. PA em Valor - Férias
900992322;Índice/Ref. PA em Valor sobre 13º salário
900992323;Índice/Ref. Pensão Base PAG-100576/1
900992324;Índice/Ref. Pensão alimentícia 13º- 100576
900992325;Índice/Ref. Pensão alimentícia - férias - 100576
900992326;Índice/Ref. Pensão Base PAG-100574/2
900992327;Índice/Ref. pensão alimentícia 100627/2
900992328;Índice/Ref. pensão alimentícia 100627/2 férias sem terço
900992329;Índice/Ref. Pens. Alimenticia, sem abono, líquido
900992330;Índice/Ref. Pensão alimentícia 13º líquido
900992331;Índice/Ref. pensão alimentícia sobre o líquido (com terço
900992332;Índice/Ref. Pensão mensal 28077 sem férias
900992333;Índice/Ref. Pens. Alimenticia, sem abono, líquido (2)
900992335;Índice/Ref. Pensão Base FER-52120/2
900992336;Índice/Ref. Pensão Base PAG-52120/2
900992337;Índice/Ref. Pensão Base 13o-52120/3
900992338;Índice/Ref. Pensão base COMISSION Mensal LÍQUIDO
900992339;Índice/Ref. Pensão Base COMISSION 13º salário  SEM RESCIS
900992340;Índice/Ref. Pensão Base COMISSION Férias
900992341;Índice/Ref. Perc. liquido OU 73,75% SMínimo
900992342;Índice/Ref. Perc sobre 13º liq OU 73,75 sobre SMínimo
900992343;Índice/Ref. Perc. liquido OU 2 SMínimo
900992344;Índice/Ref. Perc sobre 13º liq OU 2 SMínimo
900992345;Índice/Ref. Pensão Bruto FER - 101241
900992346;Índice/Ref. Pensão Bruto 13º - 101241
900992347;Índice/Ref. Pensão PAG-INSS - 29622
900992348;Índice/Ref. Pensão FER - 29622
900992349;Índice/Ref. Pensão 13º-INSS - 29622
900992350;Índice/Ref. Pensão RRA para DIRF
900992351;Índice/Ref. Pensão RRA para DIRF - 2
900992410;Índice/Ref. PREV SOCIAL FERIAS MANAD
900992412;Índice/Ref. BASE FGTS 13º SEFIP COMP.12
900992570;Índice/Ref. DEVOL TETO 13º
900992807;Índice/Ref. DEDUCAO DEPEND FERIAS
900992926;Índice/Ref. ALÍQUOTA ADICIONAL - Decreto nº 61.151, art 26, inciso II
900992927;Índice/Ref. ALÍQUOTA ADICIONAL 13º - Decreto nº 61.151, art
900993000;Índice/Ref. Outros
900993001;Índice/Ref. M.Adic.Not.
900993002;Índice/Ref. Media Horas Extras - 50%
900993003;Índice/Ref. Media Horas Extras -100%
900993020;Índice/Ref. GRAT.ESPECIAL BPREV. MES ANTERIOR
900993039;Índice/Ref. Ferias fim dif reaj MANAD
900993190;Índice/Ref. Gliep com prev Artigo 10 da Lei nº 17.730/2021
900993220;Índice/Ref. Gliep sem prev Artigo 10 da Lei nº 17.730/2021
900993310;Índice/Ref. GNA - comissionados - art 31 L 13637/03 FGTS
900993312;Índice/Ref. ABONO PERMANENCIA DE 13º
900993330;Índice/Ref. Integração de férias (FIM) MANAD
900993381;Índice/Ref. Horas-aula anos anteriores
900993570;Índice/Ref. Ação teto (vant pess) - dep.juízo
900993641;Quantidade Devolução Consignado -Daycoval
900993648;Quantidade Devolução Consignado - Banco do Brasil
900993650;Quantidade  Devoluçao Consignado CEF
900993653;Quantidade Devolução Consignado - Santander
900993702;Índice/Ref. 1/3 Ferias fim dif reaj MANAD
900993926;Indíce/Ref.ALÍQUOTA ADICIONAL - Decreto nº 61.151, art 26, i
900993927;Índice/Ref. ALÍQUOTA ADICIONAL 13º - Decreto nº 61.151, art
900994033;Índice/Ref. Ajuste Previdencia 13º 19B
900994253;Índice/Ref. Abate 253 da Previdencia 13º
900994292;Índice/Ref. Abate 292 da Previdencia 13º
900994308;Índice/Ref. Abate 308 da Previdencia 13º
900994310;Índice/Ref. Abate 310 da Previdencia 13º
900994317;Índice/Ref. Abate 317 da Previdencia 13º
900994322;Índice/Ref. Abate 322 da Previdencia 13º
900994323;Índice/Ref. Abate 323 da Previdencia 13º
900994324;Índice/Ref. Abate 324 da Previdencia 13º
900994325;Índice/Ref. Abate 325 da Previdencia 13º
900994326;Índice/Ref. Abate 326 da Previdencia 13º
900994410;Índice/Ref. Dev. Pensão Alimenticia cobr. a maior
900994411;Índice/Ref. Pensão - dedução de bases anteriores
900994570;Índice/Ref. Ação teto - fórmula anterior à Dec Mesa
900994825;Índice/Ref. Abate Previdencia - Base IPREM
900994826;Índice/Ref. Credita  Previdencia - Base IPREM 20B
900994827;Índice/Ref. Abate Base Previdencia Privada Ev 25
900994828;Índice/Ref. Teto - Total 1 - Total Vectos sem abono perm.
900994829;Índice/Ref. Teto - Total 2 - Total 1 menos o evento 570
900994830;Índice/Ref. Teto - Total 3 - Total de Vantagens que são B
900994831;Índice/Ref. PREVIDENCIA
900994832;Índice/Ref. PREVIDENCIA  19B
900995414;Índice/Ref. DESCONTO PREVIDENCIA
900995570;Índice/Ref. TETO do  Desembargador
900996000;Índice/Ref. Plano de Saúde - Médico - Servidor
900996001;Índice/Ref. Plano de Saúde - Odontológico - Servidor
900996002;Índice/Ref. Plano de Saúde - Médico - Dependente 1
900996003;Índice/Ref. Plano de Saúde - Odontológico - Dependente 1
900996004;Índice/Ref. Plano de Saúde - Médico - Dependente 2
900996005;Índice/Ref. Plano de Saúde - Odontológico - Dependente 2
900996006;Índice/Ref. Plano de Saúde - Médico - Dependente 3
900996007;Índice/Ref. Plano de Saúde - Odontológico - Dependente 3
900996008;Índice/Ref. Plano de Saúde - Médico - Dependente 4
900996009;Índice/Ref. Plano de Saúde - Odontológico - Dependente 4
900996010;Índice/Ref. Plano de Saúde - Médico - Dependente 5
900996011;Índice/Ref. Plano de Saúde - Odontológico - Dependente 5
900996012;Índice/Ref. Plano de Saúde - Médico - Dependente 6
900996013;Índice/Ref. Plano de Saúde - Odontológico - Dependente 6
900996014;Índice/Ref. Plano de Saúde - Médico - Dependente 7
900996015;Índice/Ref. Plano de Saúde - Odontológico - Dependente 7
900996016;Índice/Ref. Plano de Saúde - Médico - Dependente 8
900996017;Índice/Ref. Plano de Saúde - Odontológico - Dependente 8
900996051;BASE CÁLCULO 13º SALÁRIO
900996055;Diferença de Auxílio Saúde a Pagar
900996056;Diferença de Auxílio Saúde a Descontar
900996057;Dias Uteis em Ferias - Mes Subsequente
900996058;Dias Uteis em Ferias - Mes Corrente
900996059;Dias Uteis em Ferias para Desconto do VT
900996060;Dias Úteis de Afastamentos Mês Corrente
900996061;Dias Úteis de Afastamentos Mês Subsequente
900996062;Dias Úteis de Afastamentos Desconto VT
900996067;Quantidade Benefício Lançada Manual
900996068;RESERVADO - USO FÁBRICA
900996073;Dias Úteis Devolução/Aditamento de Faltas
900996406;VALOR ACUMULADOR DE DESCONTOS SUPLEMENTAR
900996412;Dias Úteis em Afastamento para Fins de Vale Trans p/602
900996413;Valor Pensao Auxiliar 937
900996414;Dias Úteis Para fins de Vale Transporte para a Rubrica 602
900996415;Dias Úteis em Férias para Fins de Vale Transporte p/ 602
900996416;VALOR LIQUIDO TEMP SUPLEMENTAR
900996417;Valores Averbados de Aposentadoria
900996570;Índice/Ref. Ação Teto ¿ fórmula anterior ao Ato nº 1339/1
900996801;Índice/Ref. Rendimentos Tributáveis - RRA
900996806;Índice/Ref. Base de Cálculo IRF s/ RRA
900996816;Índice/Ref. BC Prev. Empresa - INSS s/ RRA
900996817;Índice/Ref. BC Prev. - Estatut.s/ RRA
900996824;Índice/Ref. Prev. Empresa - INSS - RRA
900996826;Índice/Ref. Prev. Empresa - Estatut.- RRA
900996831;Índice/Ref. Base Servidor ISENTO - RRA
900996890;Índice/Ref. Pensão Alimentícia Base s/ RRA
900996891;Índice/Ref. Nº de meses - RRA
900996892;Índice/Ref. Nº do processo - RRA
900996893;Índice/Ref. Pensao 73.75% sobre minimo
900996894;Índice/Ref. Pensão - % sobre líquido
900996895;Índice/Ref. Pensao 2 sal minimos
900996896;Índice/Ref. Pensao decimo
900996897;Índice/Ref. Pensao 73.75% sobre minimo 13º
900996900;Índice/Ref. Despesas com ação Judicial s/ RRA
900997570;Valor Teto 570 Auxiliar para Cálculo da 937
900998040;Índice/Ref. Ded. Base IRRF 13º (do evento 804)
900998160;Índice/Ref. Dedução Base INSS (do evento 816)
900998170;Índice/Ref. Dedução Base IPREM (do evento 817)
900998250;Índice/Ref. Ded. base iprem empresa  13º sal
900998270;Índice/Ref. Ded. Base INSS 13o. (do evento 827)
900998440;Índice/Ref. Dedução Base FGTS (do evento 844)
900998450;Índice/Ref. Dedução FGTS (do evento 845)
900998570;Índice/Ref. Seleciona o teto
900998571;Índice/Ref. Seleciona teto A
900998572;Índice/Ref. Seleciona teto B
900998573;Índice/Ref. Base para Teto anterior ao ato nº 1339/16 (ev
900998935;Índice/Ref. VALE REFEICAO (ESTÁGIÁRIOS) (935) (Legado)
900998947;Índice/Ref. COMPENSAR - Prev. PROPRIA empresa no exercíci
900999009;INDICAÇÃO COMPROVACAO AUXILIO SAUDE
900999100;Índice/Ref. Abatimento IRRF Aposentado > 65 anos
900999213;Índice/Ref. SEXTA PARTE PÓS 31/12/03
900999227;Índice/Ref.ATS ATÉ DEZ/03 PÓS L.13637/03
900999240;Índice/Ref. Dedução INSS Empresa (do evento 924)
900999250;Índice/Ref. Ded. INSS 13o Empresa (do evento 925)
900999260;Índice/Ref. Dedução Previd. Empresa
900999270;Índice/Ref. Ded. IPREM patronal 13º
900999290;Índice/Ref. insuf.  TOTAL13º salário
900999442;Valor Carga Cartão Vale Transporte
900999444;Total Passagens
900999445;Valor Tarifa Transporte
900999446;Dias Úteis Trabalhados
900999447;Nº Vales Transporte/Dia
900999460;Índice/Ref. Dedução SPPREV Empresa 13º
900999470;Índice/Ref. Dedução SPPREV Empresa (do evento 947)
900999475;Índice/Ref. Afastamento L 8989 art 49
900999490;Índice/Ref. Ded. RENDA BRUTA 13º (do evento 949)
900999570;TETO PARA CÁLCULO DE FÉRIAS (AUXILIAR)
900999580;Índice/Ref. Dedução IPRED Empresa (do evento 958)
900999660;Índice/Ref. Dedução IPRED Empresa 13º (do evento 966)
900999817;Índice/Ref.Base de Calculo IPREM
900999986;Índice/Ref. IRRF no exterior - ACERTO
909999001;Valor IRRF Desconto Simplificado Auxiliar
909999002;Base IRRF Desconto Simplificado Auxiliar
998100305;Índ/Ref Margem Consignavel
998100307;Índ/Ref MARGEM CONSIGNÁVEL Emprest. Pessoal - 20% - Res. CMSP 01/2012
998100312;Índ/Ref INSUFICIÊNCIA 20% dos venctos - Res. 01/2012
998100335;Índ/Ref Acerto DIRF só comprovante - desconto 13º
998100337;Índ/Ref Acerto DIRF - desconta IR 13º
998100343;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - DEPENDENTES
998100349;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - REND ISENTOS
998101319;Índ/Ref Gliep p/ 13
999100149;Índ/Ref Backup 149
999100170;Índ/Ref GRATIF.FUNÇÃO
999100175;Índ/Ref Guarda valor do 175
999100200;Índ/Ref PENSÃO 13º - 1º PARCELA
999100212;Índ/Ref Backup 212
999100214;Índ/Ref Somatorio Revalorizao 214
999100223;Índ/Ref Somatorio para calculo do 223
999100286;Índ/Ref Backup 286
999100291;Índ/Ref Verifica os dias de afastamento p/ evento 291
999100292;Índ/Ref GRAT.PM LEI 13749/03 - Integral
999100303;Índ/Ref MARGEM: 40%-CLT e 40%- Efetivos
999100305;Índ/Ref Margem Consignavel Disponível
999100306;Índ/Ref BASE RAIS
999100307;Índ/Ref MARGEM CONSIGNÁVEL Emprest. Pessoal - Resolução CMSP 01/2012
999100310;Índ/Ref Base previdencia
999100311;Índ/Ref Valor previdencia
999100312;Índ/Ref INSUFICIÊNCIA 20% - Consig Emprest Pessoal - Res. CMSP 01/2012
999100313;Índ/Ref INSUFICIENCIA: 40%-CLT e 40%- Efetivos
999100314;Índ/Ref INSUFICIENCIA: 30%-CLT e 70%- Efetivos
999100315;Índ/Ref Função em exercício valor mensal
999100318;Índ/Ref Formula do IRM
999100319;Índ/Ref Gliep Integral
999100320;Índ/Ref Gliep - CLT Integral (Ferias)
999100329;Índ/Ref Evento 329 integral
999100330;Índ/Ref Acerto DIRF - desconta IR
999100331;Índ/Ref Acerto DIRF - desconto Prev 13º
999100332;Índ/Ref Acerto DIRF - desconto 13º
999100333;Índ/Ref Acerto DIRF - soma 13º
999100334;Índ/Ref Acerto DIRF - desconto Previdência
999100335;Índ/Ref Acerto DIRF - desconto Prev 13º
999100336;Índ/Ref Acerto DIRF - desconto Previdência (comprovante)
999100337;Índ/Ref Acerto DIRF só comprovante - soma 13º
999100338;Índ/Ref Acerto DIRF - soma IR
999100339;Índ/Ref Acerto DIRF - só comprovante - soma prev
999100340;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - RT
999100341;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - IR
999100342;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - PREV
999100343;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - DEPENDENTES
999100344;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - FÉRIAS INDENIZADAS
999100345;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - RT 13º
999100347;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - PREV 13º
999100348;Índ/Ref Acerto DIRF 2020 (rescisão jan/19) - DEPENDENTES 13º
999100349;Índ/Ref Acerto DIRF só comprovante - somar prev
999100350;Índ/Ref Acerto DIRF só comprovante - somar IR 13º
999100390;Índ/Ref Somatório de FGs permanentes
999100392;Índ/Ref FG-3 PERMANENTE ( verificacao)
999100442;Índ/Ref Pensão Alimet. 1º Parc. 13º
999100605;Índ/Ref DESCONTO DE TETO FERIAS INDENIZADAS
999100800;Índ/Ref Limite p/ 570 - eventos outros orgaos
999100801;Índ/Ref 801 - rend. tribut. NEGATIVO
999100806;Índ/Ref 806 - Base calc. IRRF NEGATIVO
999100900;Índ/Ref Somatorio p/Formulas
999100901;Índ/Ref Somatorio p/Formulas
999100902;Índ/Ref Evento Intermediario
999100903;Índ/Ref SOMATORIO
999100990;Índ/Ref VALOR EVENTO 291 P/ RESCISAO
999100991;Índ/Ref Somatorio
999100992;Índ/Ref SOMATORIO
999100993;Índ/Ref Valor do Teto Salarial
999100994;Índ/Ref Total de vencimentos para teto
999100995;Índ/Ref Valor do Teto Salarial
999100996;Índ/Ref Salário Mínimo Referencia
999100997;Índ/Ref Remuneração Mensal
999101319;Índ/Ref Gliep p/13
999101578;Índ/Ref Base INSS Anterior
999101581;Índ/Ref Base SPPREV Anterior
999101582;Índ/Ref Base RioPretoPrev Anterior
999101595;Índ/Ref Base Prev. Social Anterior
999102184;Índ/Ref Base FG - exonerados
999102214;Índ/Ref Gliep  evento 214 sem Revalorizacao
999102319;Índ/Ref Gliep sem Revalorizacao
999102412;Índ/Ref BASE FGTS 13º SEFIP COMP.12
999102415;Índ/Ref DIRF2010 - DESCONTO 33 10911
999102416;Índ/Ref DIRF2010 - ADTO 13º APOSENTADO
999102417;Índ/Ref Rend. tributavel CLT - Ev. 802 + Ev. 806
999102418;Índ/Ref Abate Prev.Privada (empresa 23) afast 7
999104570;Índ/Ref Guarda índice do 4570
999106570;Índ/Ref Guarda índice do 6570
999110165;Índ/Ref Devolução IRRF meses anteriores - ajuste DIRF
999200303;Índ/Ref Guarda abono de permanencia
999200304;Índ/Ref Previdência Estagiário eSocial - Vínculos
999300001;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 1
999300002;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 2
999300003;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 3
999300004;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 4
999300005;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 5
999300006;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 6
999300007;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 7
999300008;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 8
999300009;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 9
999300010;Índ/Ref Auxílio Funeral - Crédito - Beneficiário 10
999300011;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 1
999300012;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 2
999300013;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 3
999300014;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 4
999300015;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 5
999300016;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 6
999300017;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 7
999300018;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 8
999300019;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 9
999300020;Índ/Ref Auxílio Funeral - Dedução - Beneficiário 10
999999990;Índ/Ref Base Liquido Férias eSocial
9009910012;Índice/Ref. Insalubridade para 13º
9009918160;Índice/Ref. Dedução mês anterior Base INSS (do evento 816
9009918571;Índice/Ref. Valor proporcional de 9 dias para o teto de R
9009919210;Índice/Referência Dedução FUNFIN Patronal Extraordinária
9009919240;Índice/Ref. Dedução mês anterior INSS Empresa (do evento 
9991101595;Índice/Ref. Base de cálculo de Previdência
90099100149;Índice/Ref. Backup 149
